id,phrase,translation
7978,攏是天註定的。,都是命中註定的。
7979,咱來加油一下。,我們來加油一下吧。
7980,今仔日有空無？,你今天有空嗎？
7981,你欲佮我作伴去無？,你要跟我一起去嗎？
7982,恁老母身體好無？,你媽媽身體還好嗎？
7983,來，恁嘛坐啦。,來，你也坐吧。
7984,講慢一點，我會曉。,說慢一點，我會懂。
7985,恁家內攏好無？,你家裡都好嗎？
7986,彼件衫真合你穿。,那件衣服很適合你穿。
7987,伊看起來真熟似。,他看起來很面熟。
7988,有代誌就直直講。,有事就直說吧。
7989,恁家內攏好無？,你家裡都好嗎？
7990,你好啊，最近好無？,你好啊，最近還好嗎？
7991,歡迎你來阮厝。,歡迎你來我家。
7992,我感覺真親切。,我覺得很親切。
7993,攏總攏是你啦！,全都是你的錯啦！
7994,今仔日有空無？,你今天有空嗎？
7995,這攤我請就好。,這頓我請客就好。
7996,今仔日有空無？,你今天有空嗎？
7997,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
7998,做事要有耐心。,做事要有耐心。
7999,下次我請你。,下次我請你吃飯。
8000,免傷心，會過去。,別難過，會過去的。
8001,你有睡飽無？,你有睡飽無？
8002,今仔日有好一點無？,今仔日有好一點無？
8003,欲飲水無？,要飲水無？
8004,需要我幫你倒水嗎？,需要我幫你倒水嗎？
8005,慢慢來，袂緊啦。,慢慢來，沒關係啦。
8006,來，我扶你一下。,來，我扶你一下。
8007,坐好無？,坐好無？
8008,咱來散步一下好無？,我們來散步一下好無？
8009,身體感覺有比較輕鬆無？,身體感覺有比較輕鬆無？
8010,有咩不舒服就講喔。,有咩不舒服就講喔。
8011,這馬天氣會冷，記得保暖。,這馬天氣會冷，記得保暖。
8012,你有無欲休息一下？,你有沒有要休息一下？
8013,要加件外套嗎？,要加件外套嗎？
8014,我陪你坐一陣。,我陪你坐一陣。
8015,你若無力，我攏會幫你。,你若無力，我都會幫你。
8016,恁身體真需要顧好。,恁身體很需要顧好。
8017,今仔日有笑容，看你心情好。,今仔日有笑容，看你心情好。
8018,若感覺累就小歇一下。,若感覺累就小歇一下。
8019,我有煮湯，欲喝無？,我有煮湯，要喝無？
8020,有咩攏會慢慢變好。,有咩都會慢慢變好。
8021,你有睡飽無？,你有睡飽無？
8022,今仔日有好一點無？,今仔日有好一點無？
8023,欲飲水無？,要飲水無？
8024,需要我幫你倒水嗎？,需要我幫你倒水嗎？
8025,慢慢來，袂緊啦。,慢慢來，沒關係啦。
8026,來，我扶你一下。,來，我扶你一下。
8027,坐好無？,坐好無？
8028,咱來散步一下好無？,我們來散步一下好無？
8029,身體感覺有比較輕鬆無？,身體感覺有比較輕鬆無？
8030,有咩不舒服就講喔。,有咩不舒服就講喔。
8031,這馬天氣會冷，記得保暖。,這馬天氣會冷，記得保暖。
8032,你有無欲休息一下？,你有沒有要休息一下？
8033,要加件外套嗎？,要加件外套嗎？
8034,我陪你坐一陣。,我陪你坐一陣。
8035,你若無力，我攏會幫你。,你若無力，我都會幫你。
8036,恁身體真需要顧好。,恁身體很需要顧好。
8037,今仔日有笑容，看你心情好。,今仔日有笑容，看你心情好。
8038,若感覺累就小歇一下。,若感覺累就小歇一下。
8039,我有煮湯，欲喝無？,我有煮湯，要喝無？
8040,有咩攏會慢慢變好。,有咩都會慢慢變好。
8041,你有睡飽無？,你有睡飽無？
8042,今仔日有好一點無？,今仔日有好一點無？
8043,欲飲水無？,要飲水無？
8044,需要我幫你倒水嗎？,需要我幫你倒水嗎？
8045,慢慢來，袂緊啦。,慢慢來，沒關係啦。
8046,來，我扶你一下。,來，我扶你一下。
8047,坐好無？,坐好無？
8048,咱來散步一下好無？,我們來散步一下好無？
8049,身體感覺有比較輕鬆無？,身體感覺有比較輕鬆無？
8050,有咩不舒服就講喔。,有咩不舒服就講喔。
8051,這馬天氣會冷，記得保暖。,這馬天氣會冷，記得保暖。
8052,你有無欲休息一下？,你有沒有要休息一下？
8053,要加件外套嗎？,要加件外套嗎？
8054,我陪你坐一陣。,我陪你坐一陣。
8055,你若無力，我攏會幫你。,你若無力，我都會幫你。
8056,恁身體真需要顧好。,恁身體很需要顧好。
8057,今仔日有笑容，看你心情好。,今仔日有笑容，看你心情好。
8058,若感覺累就小歇一下。,若感覺累就小歇一下。
8059,我有煮湯，欲喝無？,我有煮湯，要喝無？
8060,有咩攏會慢慢變好。,有咩都會慢慢變好。
8061,你有睡飽無？,你有睡飽無？
8062,今仔日有好一點無？,今仔日有好一點無？
8063,欲飲水無？,要飲水無？
8064,需要我幫你倒水嗎？,需要我幫你倒水嗎？
8065,慢慢來，袂緊啦。,慢慢來，沒關係啦。
8066,來，我扶你一下。,來，我扶你一下。
8067,坐好無？,坐好無？
8068,咱來散步一下好無？,我們來散步一下好無？
8069,身體感覺有比較輕鬆無？,身體感覺有比較輕鬆無？
8070,有咩不舒服就講喔。,有咩不舒服就講喔。
8071,這馬天氣會冷，記得保暖。,這馬天氣會冷，記得保暖。
8072,你有無欲休息一下？,你有沒有要休息一下？
8073,要加件外套嗎？,要加件外套嗎？
8074,我陪你坐一陣。,我陪你坐一陣。
8075,你若無力，我攏會幫你。,你若無力，我都會幫你。
8076,恁身體真需要顧好。,恁身體很需要顧好。
8077,今仔日有笑容，看你心情好。,今仔日有笑容，看你心情好。
8078,若感覺累就小歇一下。,若感覺累就小歇一下。
8079,我有煮湯，欲喝無？,我有煮湯，要喝無？
8080,有咩攏會慢慢變好。,有咩都會慢慢變好。
8081,你有睡飽無？,你有睡飽無？
8082,今仔日有好一點無？,今仔日有好一點無？
8083,欲飲水無？,要飲水無？
8084,需要我幫你倒水嗎？,需要我幫你倒水嗎？
8085,慢慢來，袂緊啦。,慢慢來，沒關係啦。
8086,來，我扶你一下。,來，我扶你一下。
8087,坐好無？,坐好無？
8088,咱來散步一下好無？,我們來散步一下好無？
8089,身體感覺有比較輕鬆無？,身體感覺有比較輕鬆無？
8090,有咩不舒服就講喔。,有咩不舒服就講喔。
8091,這馬天氣會冷，記得保暖。,這馬天氣會冷，記得保暖。
8092,你有無欲休息一下？,你有沒有要休息一下？
8093,要加件外套嗎？,要加件外套嗎？
8094,我陪你坐一陣。,我陪你坐一陣。
8095,你若無力，我攏會幫你。,你若無力，我都會幫你。
8096,恁身體真需要顧好。,恁身體很需要顧好。
8097,今仔日有笑容，看你心情好。,今仔日有笑容，看你心情好。
8098,若感覺累就小歇一下。,若感覺累就小歇一下。
8099,我有煮湯，欲喝無？,我有煮湯，要喝無？
8100,有咩攏會慢慢變好。,有咩都會慢慢變好。
8101,你有睡飽無？,你有睡飽無？
8102,今仔日有好一點無？,今仔日有好一點無？
8103,欲飲水無？,要飲水無？
8104,需要我幫你倒水嗎？,需要我幫你倒水嗎？
8105,慢慢來，袂緊啦。,慢慢來，沒關係啦。
8106,來，我扶你一下。,來，我扶你一下。
8107,坐好無？,坐好無？
8108,咱來散步一下好無？,我們來散步一下好無？
8109,身體感覺有比較輕鬆無？,身體感覺有比較輕鬆無？
8110,有咩不舒服就講喔。,有咩不舒服就講喔。
8111,這馬天氣會冷，記得保暖。,這馬天氣會冷，記得保暖。
8112,你有無欲休息一下？,你有沒有要休息一下？
8113,要加件外套嗎？,要加件外套嗎？
8114,我陪你坐一陣。,我陪你坐一陣。
8115,你若無力，我攏會幫你。,你若無力，我都會幫你。
8116,恁身體真需要顧好。,恁身體很需要顧好。
8117,今仔日有笑容，看你心情好。,今仔日有笑容，看你心情好。
8118,若感覺累就小歇一下。,若感覺累就小歇一下。
8119,我有煮湯，欲喝無？,我有煮湯，要喝無？
8120,有咩攏會慢慢變好。,有咩都會慢慢變好。
8121,你有睡飽無？,你有睡飽無？
8122,今仔日有好一點無？,今仔日有好一點無？
8123,欲飲水無？,要飲水無？
8124,需要我幫你倒水嗎？,需要我幫你倒水嗎？
8125,慢慢來，袂緊啦。,慢慢來，沒關係啦。
8126,來，我扶你一下。,來，我扶你一下。
8127,坐好無？,坐好無？
8128,咱來散步一下好無？,我們來散步一下好無？
8129,身體感覺有比較輕鬆無？,身體感覺有比較輕鬆無？
8130,有咩不舒服就講喔。,有咩不舒服就講喔。
8131,這馬天氣會冷，記得保暖。,這馬天氣會冷，記得保暖。
8132,你有無欲休息一下？,你有沒有要休息一下？
8133,要加件外套嗎？,要加件外套嗎？
8134,我陪你坐一陣。,我陪你坐一陣。
8135,你若無力，我攏會幫你。,你若無力，我都會幫你。
8136,恁身體真需要顧好。,恁身體很需要顧好。
8137,今仔日有笑容，看你心情好。,今仔日有笑容，看你心情好。
8138,若感覺累就小歇一下。,若感覺累就小歇一下。
8139,我有煮湯，欲喝無？,我有煮湯，要喝無？
8140,有咩攏會慢慢變好。,有咩都會慢慢變好。
8141,你有睡飽無？,你有睡飽無？
8142,今仔日有好一點無？,今仔日有好一點無？
8143,欲飲水無？,要飲水無？
8144,需要我幫你倒水嗎？,需要我幫你倒水嗎？
8145,慢慢來，袂緊啦。,慢慢來，沒關係啦。
8146,來，我扶你一下。,來，我扶你一下。
8147,坐好無？,坐好無？
8148,咱來散步一下好無？,我們來散步一下好無？
8149,身體感覺有比較輕鬆無？,身體感覺有比較輕鬆無？
8150,有咩不舒服就講喔。,有咩不舒服就講喔。
8151,這馬天氣會冷，記得保暖。,這馬天氣會冷，記得保暖。
8152,你有無欲休息一下？,你有沒有要休息一下？
8153,要加件外套嗎？,要加件外套嗎？
8154,我陪你坐一陣。,我陪你坐一陣。
8155,你若無力，我攏會幫你。,你若無力，我都會幫你。
8156,恁身體真需要顧好。,恁身體很需要顧好。
8157,今仔日有笑容，看你心情好。,今仔日有笑容，看你心情好。
8158,若感覺累就小歇一下。,若感覺累就小歇一下。
8159,我有煮湯，欲喝無？,我有煮湯，要喝無？
8160,有咩攏會慢慢變好。,有咩都會慢慢變好。
8161,你有睡飽無？,你有睡飽無？
8162,今仔日有好一點無？,今仔日有好一點無？
8163,欲飲水無？,要飲水無？
8164,需要我幫你倒水嗎？,需要我幫你倒水嗎？
8165,慢慢來，袂緊啦。,慢慢來，沒關係啦。
8166,來，我扶你一下。,來，我扶你一下。
8167,坐好無？,坐好無？
8168,咱來散步一下好無？,我們來散步一下好無？
8169,身體感覺有比較輕鬆無？,身體感覺有比較輕鬆無？
8170,有咩不舒服就講喔。,有咩不舒服就講喔。
8171,這馬天氣會冷，記得保暖。,這馬天氣會冷，記得保暖。
8172,你有無欲休息一下？,你有沒有要休息一下？
8173,要加件外套嗎？,要加件外套嗎？
8174,我陪你坐一陣。,我陪你坐一陣。
8175,你若無力，我攏會幫你。,你若無力，我都會幫你。
8176,恁身體真需要顧好。,恁身體很需要顧好。
8177,今仔日有笑容，看你心情好。,今仔日有笑容，看你心情好。
8178,若感覺累就小歇一下。,若感覺累就小歇一下。
8179,我有煮湯，欲喝無？,我有煮湯，要喝無？
8180,有咩攏會慢慢變好。,有咩都會慢慢變好。
8181,你有睡飽無？,你有睡飽無？
8182,今仔日有好一點無？,今仔日有好一點無？
8183,欲飲水無？,要飲水無？
8184,需要我幫你倒水嗎？,需要我幫你倒水嗎？
8185,慢慢來，袂緊啦。,慢慢來，沒關係啦。
8186,來，我扶你一下。,來，我扶你一下。
8187,坐好無？,坐好無？
8188,咱來散步一下好無？,我們來散步一下好無？
8189,身體感覺有比較輕鬆無？,身體感覺有比較輕鬆無？
8190,有咩不舒服就講喔。,有咩不舒服就講喔。
8191,這馬天氣會冷，記得保暖。,這馬天氣會冷，記得保暖。
8192,你有無欲休息一下？,你有沒有要休息一下？
8193,要加件外套嗎？,要加件外套嗎？
8194,我陪你坐一陣。,我陪你坐一陣。
8195,你若無力，我攏會幫你。,你若無力，我都會幫你。
8196,恁身體真需要顧好。,恁身體很需要顧好。
8197,今仔日有笑容，看你心情好。,今仔日有笑容，看你心情好。
8198,若感覺累就小歇一下。,若感覺累就小歇一下。
8199,我有煮湯，欲喝無？,我有煮湯，要喝無？
8200,有咩攏會慢慢變好。,有咩都會慢慢變好。
8201,你有睡飽無？,你有睡飽無？
8202,今仔日有好一點無？,今仔日有好一點無？
8203,欲飲水無？,要飲水無？
8204,需要我幫你倒水嗎？,需要我幫你倒水嗎？
8205,慢慢來，袂緊啦。,慢慢來，沒關係啦。
8206,來，我扶你一下。,來，我扶你一下。
8207,坐好無？,坐好無？
8208,咱來散步一下好無？,我們來散步一下好無？
8209,身體感覺有比較輕鬆無？,身體感覺有比較輕鬆無？
8210,有咩不舒服就講喔。,有咩不舒服就講喔。
8211,這馬天氣會冷，記得保暖。,這馬天氣會冷，記得保暖。
8212,你有無欲休息一下？,你有沒有要休息一下？
8213,要加件外套嗎？,要加件外套嗎？
8214,我陪你坐一陣。,我陪你坐一陣。
8215,你若無力，我攏會幫你。,你若無力，我都會幫你。
8216,恁身體真需要顧好。,恁身體很需要顧好。
8217,今仔日有笑容，看你心情好。,今仔日有笑容，看你心情好。
8218,若感覺累就小歇一下。,若感覺累就小歇一下。
8219,我有煮湯，欲喝無？,我有煮湯，要喝無？
8220,有咩攏會慢慢變好。,有咩都會慢慢變好。
8221,你有睡飽無？,你有睡飽無？
8222,今仔日有好一點無？,今仔日有好一點無？
8223,欲飲水無？,要飲水無？
8224,需要我幫你倒水嗎？,需要我幫你倒水嗎？
8225,慢慢來，袂緊啦。,慢慢來，沒關係啦。
8226,來，我扶你一下。,來，我扶你一下。
8227,坐好無？,坐好無？
8228,咱來散步一下好無？,我們來散步一下好無？
8229,身體感覺有比較輕鬆無？,身體感覺有比較輕鬆無？
8230,有咩不舒服就講喔。,有咩不舒服就講喔。
8231,這馬天氣會冷，記得保暖。,這馬天氣會冷，記得保暖。
8232,你有無欲休息一下？,你有沒有要休息一下？
8233,要加件外套嗎？,要加件外套嗎？
8234,我陪你坐一陣。,我陪你坐一陣。
8235,你若無力，我攏會幫你。,你若無力，我都會幫你。
8236,恁身體真需要顧好。,恁身體很需要顧好。
8237,今仔日有笑容，看你心情好。,今仔日有笑容，看你心情好。
8238,若感覺累就小歇一下。,若感覺累就小歇一下。
8239,我有煮湯，欲喝無？,我有煮湯，要喝無？
8240,有咩攏會慢慢變好。,有咩都會慢慢變好。
8241,你有睡飽無？,你有睡飽無？
8242,今仔日有好一點無？,今仔日有好一點無？
8243,欲飲水無？,要飲水無？
8244,需要我幫你倒水嗎？,需要我幫你倒水嗎？
8245,慢慢來，袂緊啦。,慢慢來，沒關係啦。
8246,來，我扶你一下。,來，我扶你一下。
8247,坐好無？,坐好無？
8248,咱來散步一下好無？,我們來散步一下好無？
8249,身體感覺有比較輕鬆無？,身體感覺有比較輕鬆無？
8250,有咩不舒服就講喔。,有咩不舒服就講喔。
8251,這馬天氣會冷，記得保暖。,這馬天氣會冷，記得保暖。
8252,你有無欲休息一下？,你有沒有要休息一下？
8253,要加件外套嗎？,要加件外套嗎？
8254,我陪你坐一陣。,我陪你坐一陣。
8255,你若無力，我攏會幫你。,你若無力，我都會幫你。
8256,恁身體真需要顧好。,恁身體很需要顧好。
8257,今仔日有笑容，看你心情好。,今仔日有笑容，看你心情好。
8258,若感覺累就小歇一下。,若感覺累就小歇一下。
8259,我有煮湯，欲喝無？,我有煮湯，要喝無？
8260,有咩攏會慢慢變好。,有咩都會慢慢變好。
8261,你有睡飽無？,你有睡飽無？
8262,今仔日有好一點無？,今仔日有好一點無？
8263,欲飲水無？,要飲水無？
8264,需要我幫你倒水嗎？,需要我幫你倒水嗎？
8265,慢慢來，袂緊啦。,慢慢來，沒關係啦。
8266,來，我扶你一下。,來，我扶你一下。
8267,坐好無？,坐好無？
8268,咱來散步一下好無？,我們來散步一下好無？
8269,身體感覺有比較輕鬆無？,身體感覺有比較輕鬆無？
8270,有咩不舒服就講喔。,有咩不舒服就講喔。
8271,這馬天氣會冷，記得保暖。,這馬天氣會冷，記得保暖。
8272,你有無欲休息一下？,你有沒有要休息一下？
8273,要加件外套嗎？,要加件外套嗎？
8274,我陪你坐一陣。,我陪你坐一陣。
8275,你若無力，我攏會幫你。,你若無力，我都會幫你。
8276,恁身體真需要顧好。,恁身體很需要顧好。
8277,今仔日有笑容，看你心情好。,今仔日有笑容，看你心情好。
8278,若感覺累就小歇一下。,若感覺累就小歇一下。
8279,我有煮湯，欲喝無？,我有煮湯，要喝無？
8280,有咩攏會慢慢變好。,有咩都會慢慢變好。
8281,你有睡飽無？,你有睡飽無？
8282,今仔日有好一點無？,今仔日有好一點無？
8283,欲飲水無？,要飲水無？
8284,需要我幫你倒水嗎？,需要我幫你倒水嗎？
8285,慢慢來，袂緊啦。,慢慢來，沒關係啦。
8286,來，我扶你一下。,來，我扶你一下。
8287,坐好無？,坐好無？
8288,咱來散步一下好無？,我們來散步一下好無？
8289,身體感覺有比較輕鬆無？,身體感覺有比較輕鬆無？
8290,有咩不舒服就講喔。,有咩不舒服就講喔。
8291,這馬天氣會冷，記得保暖。,這馬天氣會冷，記得保暖。
8292,你有無欲休息一下？,你有沒有要休息一下？
8293,要加件外套嗎？,要加件外套嗎？
8294,我陪你坐一陣。,我陪你坐一陣。
8295,你若無力，我攏會幫你。,你若無力，我都會幫你。
8296,恁身體真需要顧好。,恁身體很需要顧好。
8297,今仔日有笑容，看你心情好。,今仔日有笑容，看你心情好。
8298,若感覺累就小歇一下。,若感覺累就小歇一下。
8299,我有煮湯，欲喝無？,我有煮湯，要喝無？
8300,有咩攏會慢慢變好。,有咩都會慢慢變好。
8301,你有睡飽無？,你有睡飽無？
8302,今仔日有好一點無？,今仔日有好一點無？
8303,欲飲水無？,要飲水無？
8304,需要我幫你倒水嗎？,需要我幫你倒水嗎？
8305,慢慢來，袂緊啦。,慢慢來，沒關係啦。
8306,來，我扶你一下。,來，我扶你一下。
8307,坐好無？,坐好無？
8308,咱來散步一下好無？,我們來散步一下好無？
8309,身體感覺有比較輕鬆無？,身體感覺有比較輕鬆無？
8310,有咩不舒服就講喔。,有咩不舒服就講喔。
8311,這馬天氣會冷，記得保暖。,這馬天氣會冷，記得保暖。
8312,你有無欲休息一下？,你有沒有要休息一下？
8313,要加件外套嗎？,要加件外套嗎？
8314,我陪你坐一陣。,我陪你坐一陣。
8315,你若無力，我攏會幫你。,你若無力，我都會幫你。
8316,恁身體真需要顧好。,恁身體很需要顧好。
8317,今仔日有笑容，看你心情好。,今仔日有笑容，看你心情好。
8318,若感覺累就小歇一下。,若感覺累就小歇一下。
8319,我有煮湯，欲喝無？,我有煮湯，要喝無？
8320,有咩攏會慢慢變好。,有咩都會慢慢變好。
8321,你有睡飽無？,你有睡飽無？
8322,今仔日有好一點無？,今仔日有好一點無？
8323,欲飲水無？,要飲水無？
8324,需要我幫你倒水嗎？,需要我幫你倒水嗎？
8325,慢慢來，袂緊啦。,慢慢來，沒關係啦。
8326,來，我扶你一下。,來，我扶你一下。
8327,坐好無？,坐好無？
8328,咱來散步一下好無？,我們來散步一下好無？
8329,身體感覺有比較輕鬆無？,身體感覺有比較輕鬆無？
8330,有咩不舒服就講喔。,有咩不舒服就講喔。
8331,這馬天氣會冷，記得保暖。,這馬天氣會冷，記得保暖。
8332,你有無欲休息一下？,你有沒有要休息一下？
8333,要加件外套嗎？,要加件外套嗎？
8334,我陪你坐一陣。,我陪你坐一陣。
8335,你若無力，我攏會幫你。,你若無力，我都會幫你。
8336,恁身體真需要顧好。,恁身體很需要顧好。
8337,今仔日有笑容，看你心情好。,今仔日有笑容，看你心情好。
8338,若感覺累就小歇一下。,若感覺累就小歇一下。
8339,我有煮湯，欲喝無？,我有煮湯，要喝無？
8340,有咩攏會慢慢變好。,有咩都會慢慢變好。
8341,你有睡飽無？,你有睡飽無？
8342,今仔日有好一點無？,今仔日有好一點無？
8343,欲飲水無？,要飲水無？
8344,需要我幫你倒水嗎？,需要我幫你倒水嗎？
8345,慢慢來，袂緊啦。,慢慢來，沒關係啦。
8346,來，我扶你一下。,來，我扶你一下。
8347,坐好無？,坐好無？
8348,咱來散步一下好無？,我們來散步一下好無？
8349,身體感覺有比較輕鬆無？,身體感覺有比較輕鬆無？
8350,有咩不舒服就講喔。,有咩不舒服就講喔。
8351,這馬天氣會冷，記得保暖。,這馬天氣會冷，記得保暖。
8352,你有無欲休息一下？,你有沒有要休息一下？
8353,要加件外套嗎？,要加件外套嗎？
8354,我陪你坐一陣。,我陪你坐一陣。
8355,你若無力，我攏會幫你。,你若無力，我都會幫你。
8356,恁身體真需要顧好。,恁身體很需要顧好。
8357,今仔日有笑容，看你心情好。,今仔日有笑容，看你心情好。
8358,若感覺累就小歇一下。,若感覺累就小歇一下。
8359,我有煮湯，欲喝無？,我有煮湯，要喝無？
8360,有咩攏會慢慢變好。,有咩都會慢慢變好。
8361,你有睡飽無？,你有睡飽無？
8362,今仔日有好一點無？,今仔日有好一點無？
8363,欲飲水無？,要飲水無？
8364,需要我幫你倒水嗎？,需要我幫你倒水嗎？
8365,慢慢來，袂緊啦。,慢慢來，沒關係啦。
8366,來，我扶你一下。,來，我扶你一下。
8367,坐好無？,坐好無？
8368,咱來散步一下好無？,我們來散步一下好無？
8369,身體感覺有比較輕鬆無？,身體感覺有比較輕鬆無？
8370,有咩不舒服就講喔。,有咩不舒服就講喔。
8371,這馬天氣會冷，記得保暖。,這馬天氣會冷，記得保暖。
8372,你有無欲休息一下？,你有沒有要休息一下？
8373,要加件外套嗎？,要加件外套嗎？
8374,我陪你坐一陣。,我陪你坐一陣。
8375,你若無力，我攏會幫你。,你若無力，我都會幫你。
8376,恁身體真需要顧好。,恁身體很需要顧好。
8377,今仔日有笑容，看你心情好。,今仔日有笑容，看你心情好。
8378,若感覺累就小歇一下。,若感覺累就小歇一下。
8379,我有煮湯，欲喝無？,我有煮湯，要喝無？
8380,有咩攏會慢慢變好。,有咩都會慢慢變好。
8381,你有睡飽無？,你有睡飽無？
8382,今仔日有好一點無？,今仔日有好一點無？
8383,欲飲水無？,要飲水無？
8384,需要我幫你倒水嗎？,需要我幫你倒水嗎？
8385,慢慢來，袂緊啦。,慢慢來，沒關係啦。
8386,來，我扶你一下。,來，我扶你一下。
8387,坐好無？,坐好無？
8388,咱來散步一下好無？,我們來散步一下好無？
8389,身體感覺有比較輕鬆無？,身體感覺有比較輕鬆無？
8390,有咩不舒服就講喔。,有咩不舒服就講喔。
8391,這馬天氣會冷，記得保暖。,這馬天氣會冷，記得保暖。
8392,你有無欲休息一下？,你有沒有要休息一下？
8393,要加件外套嗎？,要加件外套嗎？
8394,我陪你坐一陣。,我陪你坐一陣。
8395,你若無力，我攏會幫你。,你若無力，我都會幫你。
8396,恁身體真需要顧好。,恁身體很需要顧好。
8397,今仔日有笑容，看你心情好。,今仔日有笑容，看你心情好。
8398,若感覺累就小歇一下。,若感覺累就小歇一下。
8399,我有煮湯，欲喝無？,我有煮湯，要喝無？
8400,有咩攏會慢慢變好。,有咩都會慢慢變好。
8401,你有睡飽無？,你有睡飽無？
8402,今仔日有好一點無？,今仔日有好一點無？
8403,欲飲水無？,要飲水無？
8404,需要我幫你倒水嗎？,需要我幫你倒水嗎？
8405,慢慢來，袂緊啦。,慢慢來，沒關係啦。
8406,來，我扶你一下。,來，我扶你一下。
8407,坐好無？,坐好無？
8408,咱來散步一下好無？,我們來散步一下好無？
8409,身體感覺有比較輕鬆無？,身體感覺有比較輕鬆無？
8410,有咩不舒服就講喔。,有咩不舒服就講喔。
8411,這馬天氣會冷，記得保暖。,這馬天氣會冷，記得保暖。
8412,你有無欲休息一下？,你有沒有要休息一下？
8413,要加件外套嗎？,要加件外套嗎？
8414,我陪你坐一陣。,我陪你坐一陣。
8415,你若無力，我攏會幫你。,你若無力，我都會幫你。
8416,恁身體真需要顧好。,恁身體很需要顧好。
8417,今仔日有笑容，看你心情好。,今仔日有笑容，看你心情好。
8418,若感覺累就小歇一下。,若感覺累就小歇一下。
8419,我有煮湯，欲喝無？,我有煮湯，要喝無？
8420,有咩攏會慢慢變好。,有咩都會慢慢變好。
8421,你有睡飽無？,你有睡飽無？
8422,今仔日有好一點無？,今仔日有好一點無？
8423,欲飲水無？,要飲水無？
8424,需要我幫你倒水嗎？,需要我幫你倒水嗎？
8425,慢慢來，袂緊啦。,慢慢來，沒關係啦。
8426,來，我扶你一下。,來，我扶你一下。
8427,坐好無？,坐好無？
8428,咱來散步一下好無？,我們來散步一下好無？
8429,身體感覺有比較輕鬆無？,身體感覺有比較輕鬆無？
8430,有咩不舒服就講喔。,有咩不舒服就講喔。
8431,這馬天氣會冷，記得保暖。,這馬天氣會冷，記得保暖。
8432,你有無欲休息一下？,你有沒有要休息一下？
8433,要加件外套嗎？,要加件外套嗎？
8434,我陪你坐一陣。,我陪你坐一陣。
8435,你若無力，我攏會幫你。,你若無力，我都會幫你。
8436,恁身體真需要顧好。,恁身體很需要顧好。
8437,今仔日有笑容，看你心情好。,今仔日有笑容，看你心情好。
8438,若感覺累就小歇一下。,若感覺累就小歇一下。
8439,我有煮湯，欲喝無？,我有煮湯，要喝無？
8440,有咩攏會慢慢變好。,有咩都會慢慢變好。
8441,你有睡飽無？,你有睡飽無？
8442,今仔日有好一點無？,今仔日有好一點無？
8443,欲飲水無？,要飲水無？
8444,需要我幫你倒水嗎？,需要我幫你倒水嗎？
8445,慢慢來，袂緊啦。,慢慢來，沒關係啦。
8446,來，我扶你一下。,來，我扶你一下。
8447,坐好無？,坐好無？
8448,咱來散步一下好無？,我們來散步一下好無？
8449,身體感覺有比較輕鬆無？,身體感覺有比較輕鬆無？
8450,有咩不舒服就講喔。,有咩不舒服就講喔。
8451,這馬天氣會冷，記得保暖。,這馬天氣會冷，記得保暖。
8452,你有無欲休息一下？,你有沒有要休息一下？
8453,要加件外套嗎？,要加件外套嗎？
8454,我陪你坐一陣。,我陪你坐一陣。
8455,你若無力，我攏會幫你。,你若無力，我都會幫你。
8456,恁身體真需要顧好。,恁身體很需要顧好。
8457,今仔日有笑容，看你心情好。,今仔日有笑容，看你心情好。
8458,若感覺累就小歇一下。,若感覺累就小歇一下。
8459,我有煮湯，欲喝無？,我有煮湯，要喝無？
8460,有咩攏會慢慢變好。,有咩都會慢慢變好。
8461,你有睡飽無？,你有睡飽無？
8462,今仔日有好一點無？,今仔日有好一點無？
8463,欲飲水無？,要飲水無？
8464,需要我幫你倒水嗎？,需要我幫你倒水嗎？
8465,慢慢來，袂緊啦。,慢慢來，沒關係啦。
8466,來，我扶你一下。,來，我扶你一下。
8467,坐好無？,坐好無？
8468,咱來散步一下好無？,我們來散步一下好無？
8469,身體感覺有比較輕鬆無？,身體感覺有比較輕鬆無？
8470,有咩不舒服就講喔。,有咩不舒服就講喔。
8471,這馬天氣會冷，記得保暖。,這馬天氣會冷，記得保暖。
8472,你有無欲休息一下？,你有沒有要休息一下？
8473,要加件外套嗎？,要加件外套嗎？
8474,我陪你坐一陣。,我陪你坐一陣。
8475,你若無力，我攏會幫你。,你若無力，我都會幫你。
8476,恁身體真需要顧好。,恁身體很需要顧好。
8477,今仔日有笑容，看你心情好。,今仔日有笑容，看你心情好。
8478,若感覺累就小歇一下。,若感覺累就小歇一下。
8479,我有煮湯，欲喝無？,我有煮湯，要喝無？
8480,有咩攏會慢慢變好。,有咩都會慢慢變好。
8481,你有睡飽無？,你有睡飽無？
8482,今仔日有好一點無？,今仔日有好一點無？
8483,欲飲水無？,要飲水無？
8484,需要我幫你倒水嗎？,需要我幫你倒水嗎？
8485,慢慢來，袂緊啦。,慢慢來，沒關係啦。
8486,來，我扶你一下。,來，我扶你一下。
8487,坐好無？,坐好無？
8488,咱來散步一下好無？,我們來散步一下好無？
8489,身體感覺有比較輕鬆無？,身體感覺有比較輕鬆無？
8490,有咩不舒服就講喔。,有咩不舒服就講喔。
8491,這馬天氣會冷，記得保暖。,這馬天氣會冷，記得保暖。
8492,你有無欲休息一下？,你有沒有要休息一下？
8493,要加件外套嗎？,要加件外套嗎？
