id,phrase,translation
7814,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
7815,你佇做咩代誌？,你在忙什麼？
7816,我嘛攏有準備好矣。,我也都準備好了。
7817,真歡喜見到你。,很高興見到你。
7818,伊攏照顧咱全家。,他照顧我們全家。
7819,恁爸有在厝無？,你爸在家嗎？
7820,這件代誌交予我。,這件事交給我。
7821,伊攏照顧咱全家。,他照顧我們全家。
7822,你感覺如何？,你感覺怎麼樣？
7823,下擺再約出來食飯。,下次再約出來吃飯。
7824,下擺再約出來食飯。,下次再約出來吃飯。
7825,我嘛攏有準備啦。,我也都準備好了啦。
7826,你欲佮我作伴去無？,你要跟我一起去嗎？
7827,咱欲去行街無？,我們要去逛街嗎？
7828,咱來討論一下。,我們來討論一下。
7829,講慢一點，我會曉。,說慢一點，我會懂。
7830,你講得真有影。,你講得真的有道理。
7831,這馬是欲按怎？,現在該怎麼辦？
7832,我欲先轉去了。,我要先回去了。
7833,攏好攏好，毋免驚。,都好都好，不用怕。
7834,我攏照顧好矣。,我都照顧好了。
7835,攏好攏好，毋免驚。,都好都好，不用怕。
7836,這杯咖啡真香。,這杯咖啡真香。
7837,咱明仔載再聯絡。,我們明天再聯絡吧。
7838,伊看起來真熟似。,他看起來很面熟。
7839,阮是老朋友矣。,我們是老朋友了。
7840,阮是老朋友矣。,我們是老朋友了。
7841,咱欲去行街無？,我們要去逛街嗎？
7842,這攤我請就好。,這頓我請客就好。
7843,我攏有聽清楚啦。,我都有聽清楚啦。
7844,你欲食啥菜色？,你想吃什麼菜？
7845,伊攏照顧咱全家。,他照顧我們全家。
7846,有咩代誌攏好講。,有什麼事都可以說。
7847,這是好機會。,這是一個好機會。
7848,你有閒來坐一下。,你有空來坐坐。
7849,歡迎你來阮厝。,歡迎你來我家。
7850,今仔日天氣真好。,今天天氣真好。
7851,講話攏真有禮貌。,講話都很有禮貌。
7852,歡迎你來阮厝。,歡迎你來我家。
7853,免驚，有我佇咧。,別怕，有我在。
7854,咱明仔載再聯絡。,我們明天再聯絡吧。
7855,這杯咖啡真香。,這杯咖啡真香。
7856,免傷心，會過去。,別難過，會過去的。
7857,你是對咧講啥？,你是在說什麼？
7858,我欲去市場買菜。,我要去市場買菜。
7859,我陪你去醫院。,我陪你去醫院。
7860,你是欲去佗位？,你要去哪裡？
7861,攏好攏好，毋免驚。,都好都好，不用怕。
7862,咱來佇這裡坐一下。,我們在這邊坐一下吧。
7863,攏總攏是你啦！,全都是你的錯啦！
7864,阮是老朋友矣。,我們是老朋友了。
7865,伊看起來真熟似。,他看起來很面熟。
7866,伊講話真有道理。,他講話真有道理。
7867,講話攏真有禮貌。,講話都很有禮貌。
7868,你欲佮我作伴去無？,你要跟我一起去嗎？
7869,我嘛攏有準備好矣。,我也都準備好了。
7870,慢慢來，無關係。,慢慢來，沒關係。
7871,來，咱來切磋一下。,來，我們來交流一下。
7872,看情形再講啦。,看情況再說啦。
7873,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
7874,下次我請你。,下次我請你吃飯。
7875,這攤攏算我的。,這頓我來付錢。
7876,免傷心，會過去。,別難過，會過去的。
7877,彼條路真難行。,那條路真的不好走。
7878,阮是老朋友矣。,我們是老朋友了。
7879,我感覺真親切。,我覺得很親切。
7880,我攏聽有啦。,我都有聽懂啦。
7881,真歡喜見到你。,很高興見到你。
7882,我會再考慮看看。,我會再想一想。
7883,你人真好。,你人真的很好。
7884,我攏有聽清楚啦。,我都有聽清楚啦。
7885,這攤攏算我的。,這頓我來付錢。
7886,真久無見了。,好久不見了。
7887,我嘛有同款想法。,我也有一樣的想法。
7888,恁家內攏好無？,你家裡都好嗎？
7889,咱來佇這裡坐一下。,我們在這邊坐一下吧。
7890,你咧想咩代誌？,你在想什麼事情？
7891,我攏有聽清楚啦。,我都有聽清楚啦。
7892,你佇做咩代誌？,你在忙什麼？
7893,你講慢一點好無？,你可以講慢一點嗎？
7894,來，恁嘛坐啦。,來，你也坐吧。
7895,有咩代誌攏好講。,有什麼事都可以說。
7896,這馬欲開始矣。,現在要開始了。
7897,來，恁嘛坐啦。,來，你也坐吧。
7898,看你笑嘻嘻，真好。,看你笑得那麼開心，真好。
7899,這是好機會。,這是一個好機會。
7900,看情形再講啦。,看情況再說啦。
7901,下擺再約出來食飯。,下次再約出來吃飯。
7902,請你再講一遍。,請你再說一遍。
7903,今仔日天氣真好。,今天天氣真好。
7904,咱來佇這裡坐一下。,我們在這邊坐一下吧。
7905,這攤攏算我的。,這頓我來付錢。
7906,那馬幾點矣？,現在幾點了？
7907,那馬幾點矣？,現在幾點了？
7908,你是對咧講啥？,你是在說什麼？
7909,你是欲去佗位？,你要去哪裡？
7910,你有咧做啥代誌？,你在做什麼事？
7911,咱來加油一下。,我們來加油一下吧。
7912,我攏聽有啦。,我都有聽懂啦。
7913,咱來加油一下。,我們來加油一下吧。
7914,彼件事已經過矣。,那件事已經過去了。
7915,真歡喜見到你。,很高興見到你。
7916,咱欲去行街無？,我們要去逛街嗎？
7917,請你再講一遍。,請你再說一遍。
7918,你有咧做啥代誌？,你在做什麼事？
7919,請你再講一遍。,請你再說一遍。
7920,我陪你去醫院。,我陪你去醫院。
7921,這馬欲開始矣。,現在要開始了。
7922,這件代誌無簡單。,這件事不簡單。
7923,你講慢一點好無？,你可以講慢一點嗎？
7924,你食飽未？,你吃飽了嗎？
7925,免傷心，會過去。,別難過，會過去的。
7926,伊無閒啦，免叫伊。,他沒空啦，不用叫他。
7927,你欲佮我作伴去無？,你要跟我一起去嗎？
7928,請你再講一遍。,請你再說一遍。
7929,彼件衫真合你穿。,那件衣服很適合你穿。
7930,你有閒來坐一下。,你有空來坐坐。
7931,攏總攏是你啦！,全都是你的錯啦！
7932,你講慢一點好無？,你可以講慢一點嗎？
7933,免驚，有我佇咧。,別怕，有我在。
7934,我幫你問問看。,我幫你問看看。
7935,你咧想咩代誌？,你在想什麼事情？
7936,無關係，慢慢講。,沒關係，慢慢說。
7937,我感覺真親切。,我覺得很親切。
7938,彼件事已經過矣。,那件事已經過去了。
7939,彼件事已經過矣。,那件事已經過去了。
7940,我陪你去醫院。,我陪你去醫院。
7941,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
7942,你欲佮我作伴去無？,你要跟我一起去嗎？
7943,這攤我請就好。,這頓我請客就好。
7944,你感覺如何？,你感覺怎麼樣？
7945,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
7946,這馬是欲按怎？,現在該怎麼辦？
7947,毋通緊張啦。,不要緊張啦。
7948,今仔日天氣真好。,今天天氣真好。
7949,攏好攏好，毋免驚。,都好都好，不用怕。
7950,今仔日心情真好。,今天心情很好。
7951,下雨天攏無人出門。,下雨天大家都不出門。
7952,講慢一點，我會曉。,說慢一點，我會懂。
7953,彼件事已經過矣。,那件事已經過去了。
7954,我陪你走一段。,我陪你走一段路。
7955,恁老母身體好無？,你媽媽身體還好嗎？
7956,真久無見了。,好久不見了。
7957,這是好機會。,這是一個好機會。
7958,咱來佇這裡坐一下。,我們在這邊坐一下吧。
7959,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
7960,今仔日心情真好。,今天心情很好。
7961,你是對咧講啥？,你是在說什麼？
7962,下雨天攏無人出門。,下雨天大家都不出門。
7963,恁細漢真乖喔。,你小孩真乖喔。
7964,我嘛有相款的經驗。,我也有類似的經驗。
7965,有咩代誌攏好講。,有什麼事都可以說。
7966,這杯咖啡真香。,這杯咖啡真香。
7967,你講慢一點好無？,你可以講慢一點嗎？
7968,講慢一點，我會曉。,說慢一點，我會懂。
7969,恁家內攏好無？,你家裡都好嗎？
7970,看你笑嘻嘻，真好。,看你笑得那麼開心，真好。
7971,這馬是欲按怎？,現在該怎麼辦？
7972,好久無見，想你了。,好久沒見到你，想你了。
7973,來，咱來切磋一下。,來，我們來交流一下。
7974,下次我請你。,下次我請你吃飯。
7975,恁爸有在厝無？,你爸在家嗎？
7976,下擺再約出來食飯。,下次再約出來吃飯。
7977,我嘛攏有準備好矣。,我也都準備好了。
7978,你家住佇哪位？,你家住哪裡？
7979,有代誌就直直講。,有事就直說吧。
7980,你攏好無？,你一切都還好嗎？
7981,咱來討論一下。,我們來討論一下。
7982,我攏聽有啦。,我都有聽懂啦。
7983,你佇做咩代誌？,你在忙什麼？
7984,今仔日有空無？,你今天有空嗎？
7985,有咩代誌攏好講。,有什麼事都可以說。
7986,你有閒來坐一下。,你有空來坐坐。
7987,你欲食啥菜色？,你想吃什麼菜？
7988,我嘛有同款想法。,我也有一樣的想法。
7989,你講慢一點好無？,你可以講慢一點嗎？
7990,今仔日天氣真好。,今天天氣真好。
7991,這攤我請就好。,這頓我請客就好。
7992,伊看起來真熟似。,他看起來很面熟。
7993,你食飽未？,你吃飽了嗎？
7994,伊無閒啦，免叫伊。,他沒空啦，不用叫他。
7995,伊無閒啦，免叫伊。,他沒空啦，不用叫他。
7996,咱來佇這裡坐一下。,我們在這邊坐一下吧。
7997,來，恁嘛坐啦。,來，你也坐吧。
7998,我陪你去醫院。,我陪你去醫院。
7999,毋免客氣啦。,不用客氣啦。
8000,恁老母身體好無？,你媽媽身體還好嗎？
8001,有發燒嘛？,有發燒嗎？
8002,你食藥後有無不舒服？,你吃藥後有不舒服嗎？
8003,請你臥床休息。,請你躺著休息。
8004,請來測耳溫。,請來量耳溫。
8005,欲先量血壓喔。,要先量血壓喔。
8006,今仔日無門診喔。,今天沒有門診喔。
8007,請問你疼痛指數是幾分？,請問你的疼痛指數是幾分？
8008,會喘無？,會喘嗎？
8009,你食藥後有無不舒服？,你吃藥後有不舒服嗎？
8010,欲先量血壓喔。,要先量血壓喔。
8011,最近有無感冒？,最近有沒有感冒？
8012,你食藥後有無不舒服？,你吃藥後有不舒服嗎？
8013,請來測耳溫。,請來量耳溫。
8014,有發燒嘛？,有發燒嗎？
8015,今仔日無門診喔。,今天沒有門診喔。
8016,請你臥床休息。,請你躺著休息。
8017,這款藥一日食三擺。,這種藥一天吃三次。
8018,你有過敏藥物無？,你有藥物過敏嗎？
8019,請你臥床休息。,請你躺著休息。
8020,請問你疼痛指數是幾分？,請問你的疼痛指數是幾分？
8021,你食藥後有無不舒服？,你吃藥後有不舒服嗎？
8022,今仔日無門診喔。,今天沒有門診喔。
8023,請你坐佇遮。,請你坐在這裡。
8024,這款藥一日食三擺。,這種藥一天吃三次。
8025,這款藥一日食三擺。,這種藥一天吃三次。
8026,請收尿液檢體。,請提供尿液檢體。
8027,看診請等叫號。,請等叫號看診。
8028,請你先去掛號。,請你先去掛號。
8029,請來測耳溫。,請來量耳溫。
8030,醫生等一下就來矣。,醫生等一下就來了。
8031,你有咳嗽症狀無？,你有咳嗽的症狀嗎？
8032,這款藥一日食三擺。,這種藥一天吃三次。
8033,請你坐佇遮。,請你坐在這裡。
8034,請你臥床休息。,請你躺著休息。
8035,請問你疼痛指數是幾分？,請問你的疼痛指數是幾分？
8036,請你先去掛號。,請你先去掛號。
8037,你有過敏藥物無？,你有藥物過敏嗎？
8038,請問你疼痛指數是幾分？,請問你的疼痛指數是幾分？
8039,欲照X光無？,需要照X光嗎？
8040,會喘無？,會喘嗎？
8041,請你坐佇遮。,請你坐在這裡。
8042,檢查報告攏出來矣。,檢查報告都出來了。
8043,有發燒嘛？,有發燒嗎？
8044,這款藥一日食三擺。,這種藥一天吃三次。
8045,你有咳嗽症狀無？,你有咳嗽的症狀嗎？
8046,看診請等叫號。,請等叫號看診。
8047,醫生等一下就來矣。,醫生等一下就來了。
8048,你之前開刀過無？,你以前開過刀嗎？
8049,檢查報告攏出來矣。,檢查報告都出來了。
8050,請你坐佇遮。,請你坐在這裡。
8051,有發燒嘛？,有發燒嗎？
8052,醫生等一下就來矣。,醫生等一下就來了。
8053,請來測耳溫。,請來量耳溫。
8054,這款藥一日食三擺。,這種藥一天吃三次。
8055,看診請等叫號。,請等叫號看診。
8056,會喘無？,會喘嗎？
8057,欲照X光無？,需要照X光嗎？
8058,你食藥後有無不舒服？,你吃藥後有不舒服嗎？
8059,你之前開刀過無？,你以前開過刀嗎？
8060,請你先去掛號。,請你先去掛號。
8061,欲照X光無？,需要照X光嗎？
8062,請收尿液檢體。,請提供尿液檢體。
8063,請你先去掛號。,請你先去掛號。
8064,你之前開刀過無？,你以前開過刀嗎？
8065,請問你疼痛指數是幾分？,請問你的疼痛指數是幾分？
8066,看診請等叫號。,請等叫號看診。
8067,你有過敏藥物無？,你有藥物過敏嗎？
8068,你食藥後有無不舒服？,你吃藥後有不舒服嗎？
8069,欲照X光無？,需要照X光嗎？
8070,欲先量血壓喔。,要先量血壓喔。
8071,請收尿液檢體。,請提供尿液檢體。
8072,這款藥一日食三擺。,這種藥一天吃三次。
8073,今仔日無門診喔。,今天沒有門診喔。
8074,請你先去掛號。,請你先去掛號。
8075,有發燒嘛？,有發燒嗎？
8076,請你坐佇遮。,請你坐在這裡。
8077,會喘無？,會喘嗎？
8078,醫生等一下就來矣。,醫生等一下就來了。
8079,你食藥後有無不舒服？,你吃藥後有不舒服嗎？
8080,醫生等一下就來矣。,醫生等一下就來了。
8081,最近有無感冒？,最近有沒有感冒？
8082,會喘無？,會喘嗎？
8083,請收尿液檢體。,請提供尿液檢體。
8084,請你臥床休息。,請你躺著休息。
8085,欲先量血壓喔。,要先量血壓喔。
8086,欲照X光無？,需要照X光嗎？
8087,欲照X光無？,需要照X光嗎？
8088,你有過敏藥物無？,你有藥物過敏嗎？
8089,請你先去掛號。,請你先去掛號。
8090,請問你疼痛指數是幾分？,請問你的疼痛指數是幾分？
8091,你有咳嗽症狀無？,你有咳嗽的症狀嗎？
8092,最近有無感冒？,最近有沒有感冒？
8093,這款藥一日食三擺。,這種藥一天吃三次。
8094,欲先量血壓喔。,要先量血壓喔。
8095,請來測耳溫。,請來量耳溫。
8096,請來測耳溫。,請來量耳溫。
8097,這款藥一日食三擺。,這種藥一天吃三次。
8098,請你臥床休息。,請你躺著休息。
8099,請來測耳溫。,請來量耳溫。
8100,檢查報告攏出來矣。,檢查報告都出來了。
8101,你有咳嗽症狀無？,你有咳嗽的症狀嗎？
8102,請你先去掛號。,請你先去掛號。
8103,有發燒嘛？,有發燒嗎？
8104,今仔日無門診喔。,今天沒有門診喔。
8105,會喘無？,會喘嗎？
8106,你之前開刀過無？,你以前開過刀嗎？
8107,今仔日無門診喔。,今天沒有門診喔。
8108,會喘無？,會喘嗎？
8109,你食藥後有無不舒服？,你吃藥後有不舒服嗎？
8110,你食藥後有無不舒服？,你吃藥後有不舒服嗎？
8111,你有咳嗽症狀無？,你有咳嗽的症狀嗎？
8112,請你坐佇遮。,請你坐在這裡。
8113,欲先量血壓喔。,要先量血壓喔。
8114,你食藥後有無不舒服？,你吃藥後有不舒服嗎？
8115,請收尿液檢體。,請提供尿液檢體。
8116,這款藥一日食三擺。,這種藥一天吃三次。
8117,會喘無？,會喘嗎？
8118,欲先量血壓喔。,要先量血壓喔。
8119,請你坐佇遮。,請你坐在這裡。
8120,請收尿液檢體。,請提供尿液檢體。
8121,你食藥後有無不舒服？,你吃藥後有不舒服嗎？
8122,欲照X光無？,需要照X光嗎？
8123,你食藥後有無不舒服？,你吃藥後有不舒服嗎？
8124,會喘無？,會喘嗎？
8125,最近有無感冒？,最近有沒有感冒？
8126,請來測耳溫。,請來量耳溫。
8127,請你坐佇遮。,請你坐在這裡。
8128,請問你疼痛指數是幾分？,請問你的疼痛指數是幾分？
8129,請你坐佇遮。,請你坐在這裡。
8130,請你先去掛號。,請你先去掛號。
8131,最近有無感冒？,最近有沒有感冒？
8132,今仔日無門診喔。,今天沒有門診喔。
8133,看診請等叫號。,請等叫號看診。
8134,今仔日無門診喔。,今天沒有門診喔。
8135,你有過敏藥物無？,你有藥物過敏嗎？
8136,你有咳嗽症狀無？,你有咳嗽的症狀嗎？
8137,欲先量血壓喔。,要先量血壓喔。
8138,請你臥床休息。,請你躺著休息。
8139,你有過敏藥物無？,你有藥物過敏嗎？
8140,檢查報告攏出來矣。,檢查報告都出來了。
8141,請你先去掛號。,請你先去掛號。
8142,你有過敏藥物無？,你有藥物過敏嗎？
8143,這款藥一日食三擺。,這種藥一天吃三次。
8144,會喘無？,會喘嗎？
8145,你有過敏藥物無？,你有藥物過敏嗎？
8146,請你先去掛號。,請你先去掛號。
8147,你有咳嗽症狀無？,你有咳嗽的症狀嗎？
8148,今仔日無門診喔。,今天沒有門診喔。
8149,請問你疼痛指數是幾分？,請問你的疼痛指數是幾分？
8150,最近有無感冒？,最近有沒有感冒？
8151,請來測耳溫。,請來量耳溫。
8152,有發燒嘛？,有發燒嗎？
8153,最近有無感冒？,最近有沒有感冒？
8154,有發燒嘛？,有發燒嗎？
8155,請來測耳溫。,請來量耳溫。
8156,請你臥床休息。,請你躺著休息。
8157,你之前開刀過無？,你以前開過刀嗎？
8158,欲先量血壓喔。,要先量血壓喔。
8159,請問你疼痛指數是幾分？,請問你的疼痛指數是幾分？
8160,最近有無感冒？,最近有沒有感冒？
8161,檢查報告攏出來矣。,檢查報告都出來了。
8162,請問你疼痛指數是幾分？,請問你的疼痛指數是幾分？
8163,檢查報告攏出來矣。,檢查報告都出來了。
8164,欲照X光無？,需要照X光嗎？
8165,你有過敏藥物無？,你有藥物過敏嗎？
8166,檢查報告攏出來矣。,檢查報告都出來了。
8167,請來測耳溫。,請來量耳溫。
8168,你食藥後有無不舒服？,你吃藥後有不舒服嗎？
8169,請你坐佇遮。,請你坐在這裡。
8170,這款藥一日食三擺。,這種藥一天吃三次。
8171,你之前開刀過無？,你以前開過刀嗎？
8172,檢查報告攏出來矣。,檢查報告都出來了。
8173,請你先去掛號。,請你先去掛號。
8174,這款藥一日食三擺。,這種藥一天吃三次。
8175,請收尿液檢體。,請提供尿液檢體。
8176,你之前開刀過無？,你以前開過刀嗎？
8177,有發燒嘛？,有發燒嗎？
8178,看診請等叫號。,請等叫號看診。
8179,你有過敏藥物無？,你有藥物過敏嗎？
8180,請問你疼痛指數是幾分？,請問你的疼痛指數是幾分？
8181,你之前開刀過無？,你以前開過刀嗎？
8182,醫生等一下就來矣。,醫生等一下就來了。
8183,請你先去掛號。,請你先去掛號。
8184,請問你疼痛指數是幾分？,請問你的疼痛指數是幾分？
8185,請來測耳溫。,請來量耳溫。
8186,有發燒嘛？,有發燒嗎？
8187,請你先去掛號。,請你先去掛號。
8188,請收尿液檢體。,請提供尿液檢體。
8189,這款藥一日食三擺。,這種藥一天吃三次。
8190,這款藥一日食三擺。,這種藥一天吃三次。
8191,最近有無感冒？,最近有沒有感冒？
8192,會喘無？,會喘嗎？
8193,檢查報告攏出來矣。,檢查報告都出來了。
8194,請來測耳溫。,請來量耳溫。
8195,這款藥一日食三擺。,這種藥一天吃三次。
8196,請來測耳溫。,請來量耳溫。
8197,請收尿液檢體。,請提供尿液檢體。
8198,你有咳嗽症狀無？,你有咳嗽的症狀嗎？
8199,醫生等一下就來矣。,醫生等一下就來了。
8200,今仔日無門診喔。,今天沒有門診喔。
8201,請來測耳溫。,請來量耳溫。
8202,檢查報告攏出來矣。,檢查報告都出來了。
8203,請收尿液檢體。,請提供尿液檢體。
8204,請你坐佇遮。,請你坐在這裡。
8205,請你臥床休息。,請你躺著休息。
8206,你有過敏藥物無？,你有藥物過敏嗎？
8207,欲先量血壓喔。,要先量血壓喔。
8208,今仔日無門診喔。,今天沒有門診喔。
8209,請你先去掛號。,請你先去掛號。
8210,你之前開刀過無？,你以前開過刀嗎？
8211,看診請等叫號。,請等叫號看診。
8212,請你先去掛號。,請你先去掛號。
8213,醫生等一下就來矣。,醫生等一下就來了。
8214,看診請等叫號。,請等叫號看診。
8215,看診請等叫號。,請等叫號看診。
8216,請你先去掛號。,請你先去掛號。
8217,請你先去掛號。,請你先去掛號。
8218,有發燒嘛？,有發燒嗎？
8219,這款藥一日食三擺。,這種藥一天吃三次。
8220,請你臥床休息。,請你躺著休息。
8221,請收尿液檢體。,請提供尿液檢體。
8222,請來測耳溫。,請來量耳溫。
8223,你有咳嗽症狀無？,你有咳嗽的症狀嗎？
8224,醫生等一下就來矣。,醫生等一下就來了。
8225,你食藥後有無不舒服？,你吃藥後有不舒服嗎？
8226,請收尿液檢體。,請提供尿液檢體。
8227,請來測耳溫。,請來量耳溫。
8228,請你臥床休息。,請你躺著休息。
8229,請收尿液檢體。,請提供尿液檢體。
8230,看診請等叫號。,請等叫號看診。
8231,請問你疼痛指數是幾分？,請問你的疼痛指數是幾分？
8232,你食藥後有無不舒服？,你吃藥後有不舒服嗎？
8233,請收尿液檢體。,請提供尿液檢體。
8234,欲先量血壓喔。,要先量血壓喔。
8235,請來測耳溫。,請來量耳溫。
8236,看診請等叫號。,請等叫號看診。
8237,請收尿液檢體。,請提供尿液檢體。
8238,你有過敏藥物無？,你有藥物過敏嗎？
8239,請問你疼痛指數是幾分？,請問你的疼痛指數是幾分？
8240,這款藥一日食三擺。,這種藥一天吃三次。
8241,你之前開刀過無？,你以前開過刀嗎？
8242,最近有無感冒？,最近有沒有感冒？
8243,請來測耳溫。,請來量耳溫。
8244,欲先量血壓喔。,要先量血壓喔。
8245,請你坐佇遮。,請你坐在這裡。
8246,請你坐佇遮。,請你坐在這裡。
8247,會喘無？,會喘嗎？
8248,請你臥床休息。,請你躺著休息。
8249,請收尿液檢體。,請提供尿液檢體。
8250,請問你疼痛指數是幾分？,請問你的疼痛指數是幾分？
8251,欲先量血壓喔。,要先量血壓喔。
8252,你食藥後有無不舒服？,你吃藥後有不舒服嗎？
8253,檢查報告攏出來矣。,檢查報告都出來了。
8254,請你先去掛號。,請你先去掛號。
8255,請你坐佇遮。,請你坐在這裡。
8256,請收尿液檢體。,請提供尿液檢體。
8257,請你先去掛號。,請你先去掛號。
8258,請你先去掛號。,請你先去掛號。
8259,醫生等一下就來矣。,醫生等一下就來了。
8260,你有咳嗽症狀無？,你有咳嗽的症狀嗎？
8261,你之前開刀過無？,你以前開過刀嗎？
8262,有發燒嘛？,有發燒嗎？
8263,有發燒嘛？,有發燒嗎？
8264,有發燒嘛？,有發燒嗎？
8265,請你先去掛號。,請你先去掛號。
8266,欲先量血壓喔。,要先量血壓喔。
8267,有發燒嘛？,有發燒嗎？
8268,有發燒嘛？,有發燒嗎？
8269,今仔日無門診喔。,今天沒有門診喔。
8270,你有過敏藥物無？,你有藥物過敏嗎？
8271,你食藥後有無不舒服？,你吃藥後有不舒服嗎？
8272,看診請等叫號。,請等叫號看診。
8273,請你臥床休息。,請你躺著休息。
8274,這款藥一日食三擺。,這種藥一天吃三次。
8275,看診請等叫號。,請等叫號看診。
8276,醫生等一下就來矣。,醫生等一下就來了。
8277,請你坐佇遮。,請你坐在這裡。
8278,請問你疼痛指數是幾分？,請問你的疼痛指數是幾分？
8279,請你坐佇遮。,請你坐在這裡。
8280,請問你疼痛指數是幾分？,請問你的疼痛指數是幾分？
8281,請你臥床休息。,請你躺著休息。
8282,請問你疼痛指數是幾分？,請問你的疼痛指數是幾分？
8283,欲照X光無？,需要照X光嗎？
8284,請你坐佇遮。,請你坐在這裡。
8285,你有咳嗽症狀無？,你有咳嗽的症狀嗎？
8286,欲照X光無？,需要照X光嗎？
8287,看診請等叫號。,請等叫號看診。
8288,你之前開刀過無？,你以前開過刀嗎？
8289,會喘無？,會喘嗎？
8290,欲先量血壓喔。,要先量血壓喔。
8291,有發燒嘛？,有發燒嗎？
8292,欲照X光無？,需要照X光嗎？
8293,你有過敏藥物無？,你有藥物過敏嗎？
8294,欲照X光無？,需要照X光嗎？
8295,最近有無感冒？,最近有沒有感冒？
8296,你之前開刀過無？,你以前開過刀嗎？
8297,請問你疼痛指數是幾分？,請問你的疼痛指數是幾分？
8298,請你臥床休息。,請你躺著休息。
8299,你有過敏藥物無？,你有藥物過敏嗎？
8300,請你先去掛號。,請你先去掛號。
8301,檢查報告攏出來矣。,檢查報告都出來了。
8302,請收尿液檢體。,請提供尿液檢體。
8303,最近有無感冒？,最近有沒有感冒？
8304,會喘無？,會喘嗎？
8305,檢查報告攏出來矣。,檢查報告都出來了。
8306,請你臥床休息。,請你躺著休息。
8307,你之前開刀過無？,你以前開過刀嗎？
8308,請你先去掛號。,請你先去掛號。
8309,看診請等叫號。,請等叫號看診。
8310,請你坐佇遮。,請你坐在這裡。
8311,最近有無感冒？,最近有沒有感冒？
8312,這款藥一日食三擺。,這種藥一天吃三次。
8313,請來測耳溫。,請來量耳溫。
8314,你有過敏藥物無？,你有藥物過敏嗎？
8315,請你臥床休息。,請你躺著休息。
8316,請你臥床休息。,請你躺著休息。
8317,請收尿液檢體。,請提供尿液檢體。
8318,欲先量血壓喔。,要先量血壓喔。
8319,你之前開刀過無？,你以前開過刀嗎？
8320,你有咳嗽症狀無？,你有咳嗽的症狀嗎？
8321,有發燒嘛？,有發燒嗎？
8322,最近有無感冒？,最近有沒有感冒？
8323,請你先去掛號。,請你先去掛號。
8324,檢查報告攏出來矣。,檢查報告都出來了。
8325,這款藥一日食三擺。,這種藥一天吃三次。
8326,這款藥一日食三擺。,這種藥一天吃三次。
8327,醫生等一下就來矣。,醫生等一下就來了。
8328,請你先去掛號。,請你先去掛號。
8329,請問你疼痛指數是幾分？,請問你的疼痛指數是幾分？
8330,請問你疼痛指數是幾分？,請問你的疼痛指數是幾分？
8331,檢查報告攏出來矣。,檢查報告都出來了。
8332,請你臥床休息。,請你躺著休息。
8333,請你先去掛號。,請你先去掛號。
8334,請收尿液檢體。,請提供尿液檢體。
8335,請來測耳溫。,請來量耳溫。
8336,你有咳嗽症狀無？,你有咳嗽的症狀嗎？
8337,請你先去掛號。,請你先去掛號。
8338,你食藥後有無不舒服？,你吃藥後有不舒服嗎？
8339,你有咳嗽症狀無？,你有咳嗽的症狀嗎？
8340,欲照X光無？,需要照X光嗎？
8341,今仔日無門診喔。,今天沒有門診喔。
8342,會喘無？,會喘嗎？
8343,請收尿液檢體。,請提供尿液檢體。
8344,看診請等叫號。,請等叫號看診。
8345,請你先去掛號。,請你先去掛號。
8346,你食藥後有無不舒服？,你吃藥後有不舒服嗎？
8347,你有咳嗽症狀無？,你有咳嗽的症狀嗎？
8348,請來測耳溫。,請來量耳溫。
8349,你之前開刀過無？,你以前開過刀嗎？
8350,有發燒嘛？,有發燒嗎？
8351,你有過敏藥物無？,你有藥物過敏嗎？
8352,欲照X光無？,需要照X光嗎？
8353,醫生等一下就來矣。,醫生等一下就來了。
8354,請你臥床休息。,請你躺著休息。
8355,今仔日無門診喔。,今天沒有門診喔。
8356,請你臥床休息。,請你躺著休息。
8357,請收尿液檢體。,請提供尿液檢體。
8358,你之前開刀過無？,你以前開過刀嗎？
8359,看診請等叫號。,請等叫號看診。
8360,這款藥一日食三擺。,這種藥一天吃三次。
8361,你之前開刀過無？,你以前開過刀嗎？
8362,請收尿液檢體。,請提供尿液檢體。
8363,請收尿液檢體。,請提供尿液檢體。
8364,今仔日無門診喔。,今天沒有門診喔。
8365,請你坐佇遮。,請你坐在這裡。
8366,會喘無？,會喘嗎？
8367,欲照X光無？,需要照X光嗎？
8368,有發燒嘛？,有發燒嗎？
8369,你食藥後有無不舒服？,你吃藥後有不舒服嗎？
8370,最近有無感冒？,最近有沒有感冒？
8371,請收尿液檢體。,請提供尿液檢體。
8372,你有過敏藥物無？,你有藥物過敏嗎？
8373,這款藥一日食三擺。,這種藥一天吃三次。
8374,看診請等叫號。,請等叫號看診。
8375,今仔日無門診喔。,今天沒有門診喔。
8376,請你臥床休息。,請你躺著休息。
8377,醫生等一下就來矣。,醫生等一下就來了。
8378,你有過敏藥物無？,你有藥物過敏嗎？
8379,今仔日無門診喔。,今天沒有門診喔。
8380,你食藥後有無不舒服？,你吃藥後有不舒服嗎？
8381,檢查報告攏出來矣。,檢查報告都出來了。
8382,這款藥一日食三擺。,這種藥一天吃三次。
